"Timestamp","TZ","WindDir_Mean (deg)","WindSpd_Mean (km/h)","WindSpd_Min (km/h)","WindSpd_Max (km/h)","Temp_Mean (deg)","RH_Mean (%)","MSLP_Mean (hPa)","Rain_Acc (mm)","Rain_Intensity (mm/h)","Hail_Acc (hits/cm2)","Hail_Intensity (hits/cm2hr)","Solar_Mean (W/m2)"
2018/08/13 00:00:00.012,n,258,8.64,8.28,9.36,13.2,22.5,1020.92,0,0,0,0,0.031395
2018/08/13 00:01:00.000,n,284,7.2,6.12,8.28,13.1,22.5,1020.92,0,0,0,0,0.029602
2018/08/13 00:02:00.000,n,236,10.08,9.36,10.8,13.1,22.5,1020.92,0,0,0,0,0.030479
2018/08/13 00:03:00.003,n,259,5.4,4.68,6.48,13.1,22.5,1021.02,0,0,0,0,0.029602
2018/08/13 00:04:00.000,n,286,5.76,4.32,7.2,13.1,22.4,1021.02,0,0,0,0,0.028763
2018/08/13 00:05:00.000,n,242,6.12,5.04,7.2,13.1,22.7,1021.02,0,0,0,0,0.032234
2018/08/13 00:06:00.000,n,225,3.96,2.52,5.76,13,22.8,1021.02,0,0,0,0,0.029602
2018/08/13 00:07:00.010,n,268,3.96,2.52,5.76,13,22.8,1021.02,0,0,0,0,0.027885
2018/08/13 00:08:00.007,n,256,7.2,5.76,8.28,13,22.8,1021.02,0,0,0,0,0.028763
2018/08/13 00:09:00.004,n,239,10.8,9,11.88,13,22.8,1021.02,0,0,0,0,0.033951
2018/08/13 00:10:00.000,n,263,8.64,6.84,9.72,13,22.9,1021.02,0,0,0,0,0.026131
2018/08/13 00:11:00.000,n,255,7.92,6.48,10.440002,12.9,22.8,1021.02,0,0,0,0,0.028763
2018/08/13 00:12:00.000,n,230,10.440002,9,11.52,12.9,22.7,1021.02,0,0,0,0,0.030479
2018/08/13 00:13:00.000,n,248,5.4,4.68,6.12,12.9,22.8,1021.02,0,0,0,0,0.027885
2018/08/13 00:14:00.008,n,265,5.76,3.96,7.56,12.9,22.8,1021.02,0,0,0,0,0.028763
2018/08/13 00:15:00.006,n,262,6.84,6.48,7.56,12.9,22.7,1021.02,0,0,0,0,0.029602
2018/08/13 00:16:00.003,n,265,4.32,0.72,5.4,12.9,22.8,1021.02,0,0,0,0,0.028763
2018/08/13 00:17:00.002,n,272,5.4,5.04,7.2,12.9,22.7,1021.12,0,0,0,0,0.033112
2018/08/13 00:18:00.000,n,263,9.36,7.92,11.16,12.9,22.8,1021.12,0,0,0,0,0.028763
