"Timestamp","TZ","WindDir_Mean (deg)","WindSpd_Mean (km/h)","WindSpd_Min (km/h)","WindSpd_Max (km/h)","Temp_Mean (deg)","RH_Mean (%)","MSLP_Mean (hPa)","Rain_Acc (mm)","Rain_Intensity (mm/h)","Hail_Acc (hits/cm2)","Hail_Intensity (hits/cm2hr)","Solar_Mean (W/m2)"
2018/07/28 00:00:00.002,n,25,7.56,6.48,8.64,17.9,74.5,1018.12,0,0,0,0,0.024338
2018/07/28 00:01:00.001,n,20,9.72,7.92,12.24,17.9,74.6,1018.12,0,0,0,0,0.031319
2018/07/28 00:02:00.000,n,17,9,8.28,9.72,17.9,74.4,1018.12,0,0,0,0,0.031319
2018/07/28 00:03:00.000,n,7,6.84,5.76,7.56,17.9,74.4,1018.12,0,0,0,0,0.026131
2018/07/28 00:04:00.000,n,6,6.12,5.4,6.48,17.9,74.3,1018.12,0,0,0,0,0.026131
2018/07/28 00:05:00.005,n,25,7.56,3.24,10.08,17.9,74,1018.12,0,0,0,0,0.025215
2018/07/28 00:06:00.002,n,322,3.6,3.24,3.96,17.9,73.8,1018.22,0,0,0,0,0.026131
2018/07/28 00:07:00.000,n,351,7.56,6.48,8.28,17.9,73.5,1018.22,0,0,0,0,0.021744
2018/07/28 00:08:00.012,n,25,3.96,2.16,6.48,17.9,73.2,1018.22,0,0,0,0,0.024338
2018/07/28 00:09:00.009,n,9,1.8,1.08,3.24,18,73,1018.22,0,0,0,0,0.025215
2018/07/28 00:10:00.000,n,15,3.24,2.52,3.6,18,72.9,1018.32,0,0,0,0,0.025215
2018/07/28 00:11:00.003,n,342,8.64,7.2,9.36,18,72.7,1018.32,0,0,0,0,0.026131
2018/07/28 00:12:00.000,n,15,5.76,5.04,6.48,18.1,72.4,1018.32,0,0,0,0,0.025215
2018/07/28 00:13:00.000,n,22,5.4,5.04,6.48,18.1,72.3,1018.22,0,0,0,0,0.026131
2018/07/28 00:14:00.000,n,358,6.84,4.32,7.56,18.1,72.2,1018.22,0,0,0,0,0.024338
2018/07/28 00:15:00.008,n,42,3.96,2.16,5.04,18.1,72.1,1018.22,0,0,0,0,0.021744
2018/07/28 00:16:00.006,n,30,7.2,6.84,8.64,18.1,72.1,1018.22,0,0,0,0,0.029602
2018/07/28 00:17:00.000,n,357,9.36,7.2,10.440002,18.1,71.8,1018.22,0,0,0,0,0.032234
2018/07/28 00:18:00.012,n,348,11.16,10.440002,12.6,18.1,71.6,1018.22,0,0,0,0,0.035667
2018/07/28 00:19:00.000,n,11,4.68,4.32,5.4,18.1,71.6,1018.22,0,0,0,0,0.033073
2018/07/28 00:20:00.000,n,29,2.88,0.72,5.04,18.1,71.5,1018.32,0,0,0,0,0.034828
2018/07/28 00:21:00.000,n,5,5.4,4.68,6.48,18.2,71.2,1018.22,0,0,0,0,0.032234
2018/07/28 00:22:00.003,n,54,2.16,0.72,5.04,18.2,71.1,1018.32,0,0,0,0,0.03746
2018/07/28 00:23:00.000,n,28,5.4,4.32,6.84,18.2,70.9,1018.32,0,0,0,0,0.033951
2018/07/28 00:24:00.000,n,13,9.72,7.92,11.16,18.2,70.7,1018.22,0,0,0,0,0.031319
2018/07/28 00:25:00.011,n,3,11.52,9.72,12.6,18.2,70.4,1018.22,0,0,0,0,0.033073
2018/07/28 00:26:00.008,n,355,6.12,2.52,9.36,18.2,70.4,1018.22,0,0,0,0,0.034828
2018/07/28 00:27:00.005,n,5,9,8.28,9.36,18.2,70.4,1018.22,0,0,0,0,0.030479
2018/07/28 00:28:00.000,n,336,6.12,5.4,7.2,18.2,70.4,1018.22,0,0,0,0,0.033951
2018/07/28 00:29:00.000,n,0,10.08,9.36,10.8,18.2,70.4,1018.22,0,0,0,0,0.032234
2018/07/28 00:30:00.000,n,34,2.16,1.08,3.96,18.2,70.4,1018.22,0,0,0,0,0.034828
2018/07/28 00:31:00.000,n,7,6.12,5.4,6.84,18.2,70.5,1018.22,0,0,0,0,0.033951
2018/07/28 00:32:00.007,n,292,2.88,1.08,4.68,18.2,70.5,1018.22,0,0,0,0,0.030479
2018/07/28 00:33:00.005,n,357,6.84,5.04,7.56,18.2,70.3,1018.22,0,0,0,0,0.032234
2018/07/28 00:34:00.001,n,342,11.88,9.36,14.04,18.2,70.2,1018.22,0,0,0,0,0.034828
2018/07/28 00:35:00.000,n,353,9.36,9.36,9.72,18.2,70,1018.22,0,0,0,0,0.033073
2018/07/28 00:36:00.011,n,339,8.64,7.56,9,18.2,70,1018.22,0,0,0,0,0.031319
2018/07/28 00:37:00.000,n,328,5.04,3.96,5.4,18.2,70,1018.22,0,0,0,0,0.032234
2018/07/28 00:38:00.000,n,313,7.56,7.2,8.28,18.2,70,1018.22,0,0,0,0,0.036583
2018/07/28 00:39:00.003,n,8,3.96,3.24,5.04,18.3,70.1,1018.22,0,0,0,0,0.030479
2018/07/28 00:40:00.001,n,349,7.56,7.2,7.92,18.2,70.1,1018.22,0,0,0,0,0.033951
2018/07/28 00:41:00.000,n,299,2.52,2.16,2.88,18.2,70.2,1018.22,0,0,0,0,0.040894
2018/07/28 00:42:00.000,n,313,4.68,3.96,5.04,18.2,70.2,1018.22,0,0,0,0,0.031319
2018/07/28 00:43:00.008,n,322,3.96,3.24,5.04,18.2,70.2,1018.22,0,0,0,0,0.032234
2018/07/28 00:44:00.006,n,288,5.76,5.04,6.84,18.2,69.9,1018.22,0,0,0,0,0.033073
2018/07/28 00:45:00.003,n,322,4.68,3.6,5.76,18.2,70,1018.22,0,0,0,0,0.030479
2018/07/28 00:46:00.001,n,318,5.04,4.68,5.76,18.2,70.1,1018.22,0,0,0,0,0.028725
2018/07/28 00:47:00.000,n,312,3.96,2.88,5.04,18.2,70.3,1018.22,0,0,0,0,0.032234
2018/07/28 00:48:00.000,n,311,7.56,6.84,7.92,18.2,70.3,1018.12,0,0,0,0,0.033951
2018/07/28 00:49:00.000,n,312,8.28,7.56,9.36,18.2,70.4,1018.12,0,0,0,0,0.034828
2018/07/28 00:50:00.007,n,338,3.24,1.44,4.32,18.2,70.6,1018.12,0,0,0,0,0.029602
2018/07/28 00:51:00.004,n,1,1.8,1.08,2.16,18.1,70.7,1018.12,0,0,0,0,0.032234
2018/07/28 00:52:00.002,n,298,4.68,3.6,6.48,18.1,70.7,1018.12,0,0,0,0,0.031319
