"Timestamp","TZ","WindDir_Mean (deg)","WindSpd_Mean (km/h)","WindSpd_Min (km/h)","WindSpd_Max (km/h)","Temp_Mean (deg)","RH_Mean (%)","MSLP_Mean (hPa)","Rain_Acc (mm)","Rain_Intensity (mm/h)","Hail_Acc (hits/cm2)","Hail_Intensity (hits/cm2hr)","Solar_Mean (W/m2)"
2018/08/01 00:00:00.015,n,156,0.72,0.72,1.08,13.2,61,1020.82,0,0,0,0,0.027008
2018/08/01 00:01:00.000,n,176,2.16,1.8,2.52,13.1,60.9,1020.82,0,0,0,0,0.028763
2018/08/01 00:02:00.000,n,57,1.8,0.36,2.88,13.1,61.7,1020.82,0,0,0,0,0.030479
2018/08/01 00:03:00.000,n,174,0.72,0.36,0.72,13.1,60.9,1020.82,0,0,0,0,0.025253
2018/08/01 00:04:00.002,n,272,3.6,3.24,4.32,13.1,60.2,1020.82,0,0,0,0,0.029602
2018/08/01 00:05:00.000,n,283,2.16,1.8,2.52,13,60.2,1020.82,0,0,0,0,0.020065
2018/08/01 00:06:00.000,n,294,0.72,0.36,1.08,13,60.1,1020.82,0,0,0,0,0.021782
2018/08/01 00:07:00.009,n,255,4.32,3.24,5.04,13,59.9,1020.82,0,0,0,0,0.019188
2018/08/01 00:08:00.007,n,310,2.16,1.08,2.88,13,59.7,1020.82,0,0,0,0,0.020065
2018/08/01 00:09:00.003,n,315,2.16,1.8,2.88,12.9,59.7,1020.82,0,0,0,0,0.020905
2018/08/01 00:10:00.000,n,214,1.8,1.8,1.8,12.9,59.8,1020.92,0,0,0,0,0.018272
2018/08/01 00:11:00.000,n,288,1.8,1.44,1.8,12.9,60,1020.82,0,0,0,0,0.026131
2018/08/01 00:12:00.000,n,274,0.72,0.72,1.08,12.9,59.9,1020.82,0,0,0,0,0.027008
2018/08/01 00:13:00.003,n,148,0.72,0.36,0.72,12.9,59.8,1020.82,0,0,0,0,0.027885
2018/08/01 00:14:00.001,n,219,1.08,0.36,1.8,12.9,59.9,1020.82,0,0,0,0,0.027008
2018/08/01 00:15:00.000,n,284,2.52,2.16,2.88,12.8,59.9,1020.82,0,0,0,0,0.033951
2018/08/01 00:16:00.010,n,246,1.8,1.08,2.52,12.8,59.9,1020.82,0,0,0,0,0.027885
2018/08/01 00:17:00.007,n,321,0.72,0,1.08,12.8,60.1,1020.82,0,0,0,0,0.026131
2018/08/01 00:18:00.004,n,266,2.52,1.44,3.24,12.8,60.1,1020.82,0,0,0,0,0.022621
2018/08/01 00:19:00.002,n,213,1.44,1.44,1.8,12.8,60.3,1020.82,0,0,0,0,0.025253
2018/08/01 00:20:00.000,n,265,2.52,2.16,2.88,12.7,60.4,1020.82,0,0,0,0,0.020905
2018/08/01 00:21:00.000,n,297,0.36,0,0.72,12.7,60.5,1020.82,0,0,0,0,0.020905
2018/08/01 00:22:00.000,n,288,0.72,0.72,1.08,12.7,60.6,1020.82,0,0,0,0,0.023537
