"Timestamp","TZ","WindDir_Mean (deg)","WindSpd_Mean (km/h)","WindSpd_Min (km/h)","WindSpd_Max (km/h)","Temp_Mean (deg)","RH_Mean (%)","MSLP_Mean (hPa)","Rain_Acc (mm)","Rain_Intensity (mm/h)","Hail_Acc (hits/cm2)","Hail_Intensity (hits/cm2hr)","Solar_Mean (W/m2)"
2018/08/14 00:00:00.013,n,264,6.48,6.12,6.84,10.8,64.300004,1024.02,0,0,0,0,0.038338
2018/08/14 00:01:00.000,n,254,4.32,3.96,4.68,10.7,64.6,1024.02,0,0,0,0,0.02964
2018/08/14 00:02:00.000,n,263,4.68,3.96,4.68,10.7,64.699996,1024.02,0,0,0,0,0.031395
2018/08/14 00:03:00.004,n,261,3.96,3.96,4.32,10.6,64.800004,1024.02,0,0,0,0,0.028763
2018/08/14 00:04:00.001,n,269,3.24,2.88,3.6,10.6,64.9,1023.92,0,0,0,0,0.026131
2018/08/14 00:05:00.000,n,310,1.44,1.44,1.8,10.6,65.1,1023.92,0,0,0,0,0.02964
2018/08/14 00:06:00.000,n,288,2.52,2.16,2.52,10.6,64.9,1023.92,0,0,0,0,0.033112
2018/08/14 00:07:00.008,n,277,1.8,1.08,2.16,10.6,64.9,1023.92,0,0,0,0,0.027885
2018/08/14 00:08:00.005,n,238,2.52,2.16,3.24,10.6,64.800004,1023.92,0,0,0,0,0.022659
2018/08/14 00:09:00.003,n,251,7.2,6.84,7.56,10.6,65,1023.92,0,0,0,0,0.026131
2018/08/14 00:10:00.000,n,251,7.56,7.2,7.92,10.5,65.1,1023.92,0,0,0,0,0.026131
2018/08/14 00:11:00.000,n,250,6.12,5.76,6.84,10.5,65.199996,1023.92,0,0,0,0,0.036621
2018/08/14 00:12:00.000,n,240,5.4,5.04,5.76,10.5,65.5,1024.02,0,0,0,0,0.026131
2018/08/14 00:13:00.000,n,251,4.32,3.96,4.68,10.5,65.699996,1024.02,0,0,0,0,0.027046
2018/08/14 00:14:00.006,n,254,1.8,1.08,2.16,10.5,65.800004,1024.02,0,0,0,0,0.020943
2018/08/14 00:15:00.004,n,253,3.6,2.88,3.96,10.5,65.699996,1024.02,0,0,0,0,0.027885
2018/08/14 00:16:00.001,n,218,1.08,0.72,1.8,10.5,65.699996,1024.02,0,0,0,0,0.027046
2018/08/14 00:17:00.014,n,256,0.72,0.36,0.72,10.4,65.699996,1024.12,0,0,0,0,0.026131
2018/08/14 00:18:00.011,n,150,2.16,2.16,2.52,10.4,66.1,1024.12,0,0,0,0,0.031395
2018/08/14 00:19:00.000,n,154,4.68,3.96,5.4,10.5,66.5,1024.22,0,0,0,0,0.026131
2018/08/14 00:20:00.000,n,150,4.68,4.32,5.04,10.5,67.2,1024.12,0,0,0,0,0.025291
2018/08/14 00:21:00.000,n,136,3.96,3.96,4.32,10.5,67.2,1024.12,0,0,0,0,0.027046
2018/08/14 00:22:00.000,n,103,1.44,1.08,1.8,10.5,66.9,1024.02,0,0,0,0,0.027046
2018/08/14 00:23:00.007,n,248,0.72,0.36,0.72,10.5,67.2,1024.02,0,0,0,0,0.032234
2018/08/14 00:24:00.004,n,56,2.52,1.8,2.88,10.6,66.9,1024.02,0,0,0,0,0.024414
2018/08/14 00:25:00.001,n,111,1.44,1.08,1.8,10.6,66.699996,1024.02,0,0,0,0,0.021782
2018/08/14 00:26:00.014,n,70,1.08,0.72,2.16,10.6,66.800004,1024.02,0,0,0,0,0.022659
2018/08/14 00:27:00.012,n,133,1.8,1.08,2.16,10.6,66.800004,1024.02,0,0,0,0,0.020943
2018/08/14 00:28:00.000,n,134,1.8,1.44,2.16,10.6,66.800004,1024.02,0,0,0,0,0.028725
2018/08/14 00:29:00.003,n,156,0.36,0.36,0.36,10.5,66.699996,1024.02,0,0,0,0,0.029602
2018/08/14 00:30:00.000,n,142,2.16,1.8,2.52,10.4,67.2,1024.02,0,0,0,0,0.028725
2018/08/14 00:31:00.000,n,144,2.52,2.52,2.52,10.4,67.9,1024.02,0,0,0,0,0.027008
2018/08/14 00:32:00.000,n,133,2.52,2.16,2.52,10.4,68.2,1024.12,0,0,0,0,0.026131
2018/08/14 00:33:00.008,n,150,2.88,2.52,3.24,10.4,68.8,1024.12,0,0,0,0,0.024376
2018/08/14 00:34:00.006,n,145,6.12,5.76,6.48,10.4,69.8,1024.12,0,0,0,0,0.026131
2018/08/14 00:35:00.003,n,157,6.12,5.76,6.48,10.3,70.1,1024.12,0,0,0,0,0.031357
2018/08/14 00:36:00.001,n,144,5.04,5.04,5.76,10.2,70.4,1024.12,0,0,0,0,0.032196
