"Timestamp","TZ","WindDir_Mean (deg)","WindSpd_Mean (km/h)","WindSpd_Min (km/h)","WindSpd_Max (km/h)","Temp_Mean (deg)","RH_Mean (%)","MSLP_Mean (hPa)","Rain_Acc (mm)","Rain_Intensity (mm/h)","Hail_Acc (hits/cm2)","Hail_Intensity (hits/cm2hr)","Solar_Mean (W/m2)"
2018/07/22 00:00:00.012,n,333,1.44,1.08,2.16,10.3,72.2,1023.72,0,0,0,0,0.030479
2018/07/22 00:01:00.000,n,164,1.44,0.72,1.8,10.3,72.2,1023.72,0,0,0,0,0.027885
2018/07/22 00:02:00.000,n,193,2.52,1.44,4.68,10.3,72.3,1023.72,0,0,0,0,0.027008
2018/07/22 00:03:00.003,n,128,1.8,1.44,2.16,10.2,72.3,1023.72,0,0,0,0,0.028763
2018/07/22 00:04:00.000,n,273,2.16,1.8,2.52,10.2,72.1,1023.72,0,0,0,0,0.029602
2018/07/22 00:05:00.000,n,251,1.08,0.36,1.08,10.2,72.1,1023.72,0,0,0,0,0.029602
2018/07/22 00:06:00.000,n,221,2.88,1.8,3.6,10.2,72.1,1023.72,0,0,0,0,0.032234
2018/07/22 00:07:00.008,n,228,1.8,1.44,2.52,10.2,71.8,1023.72,0,0,0,0,0.027885
2018/07/22 00:08:00.005,n,140,2.88,1.8,3.6,10.2,71.8,1023.72,0,0,0,0,0.026131
2018/07/22 00:09:00.002,n,153,2.88,2.16,2.88,10.2,72,1023.72,0,0,0,0,0.027885
2018/07/22 00:10:00.000,n,158,2.88,1.8,3.6,10.3,72.1,1023.72,0,0,0,0,0.028763
2018/07/22 00:11:00.000,n,148,3.6,2.88,3.96,10.3,72.1,1023.72,0,0,0,0,0.027885
2018/07/22 00:12:00.000,n,139,2.88,0.72,4.32,10.3,72.3,1023.72,0,0,0,0,0.026131
2018/07/22 00:13:00.006,n,130,3.6,2.88,4.68,10.3,72.3,1023.72,0,0,0,0,0.027885
2018/07/22 00:14:00.005,n,129,1.8,1.44,2.52,10.3,72.4,1023.72,0,0,0,0,0.028763
2018/07/22 00:15:00.002,n,158,2.16,2.16,2.52,10.3,72.5,1023.72,0,0,0,0,0.024414
2018/07/22 00:16:00.000,n,283,0.72,0.72,1.08,10.3,72.6,1023.72,0,0,0,0,0.027008
2018/07/22 00:17:00.013,n,125,0.72,0.36,1.08,10.3,72.6,1023.72,0,0,0,0,0.027885
2018/07/22 00:18:00.013,n,284,1.8,1.08,2.16,10.2,72.8,1023.72,0,0,0,0,0.027885
2018/07/22 00:19:00.000,n,96,2.16,1.8,2.52,10.2,73,1023.62,0,0,0,0,0.025253
2018/07/22 00:20:00.000,n,344,0.72,0.36,1.44,10.2,73.1,1023.62,0,0,0,0,0.026131
2018/07/22 00:21:00.000,n,130,1.8,0.72,1.8,10.2,73.3,1023.62,0,0,0,0,0.027885
2018/07/22 00:22:00.000,n,39,2.52,1.8,2.88,10.2,73.5,1023.62,0,0,0,0,0.027885
2018/07/22 00:23:00.006,n,127,2.16,1.08,2.88,10.2,73.7,1023.62,0,0,0,0,0.027885
2018/07/22 00:24:00.004,n,104,1.08,0.36,1.8,10.1,74,1023.62,0,0,0,0,0.030479
2018/07/22 00:25:00.000,n,165,0.72,0.36,1.08,10.1,74.4,1023.62,0,0,0,0,0.027885
2018/07/22 00:26:00.014,n,149,3.96,3.6,4.68,10,74.5,1023.62,0,0,0,0,0.024414
2018/07/22 00:27:00.011,n,59,2.88,1.08,3.96,10,74.8,1023.62,0,0,0,0,0.027008
2018/07/22 00:28:00.000,n,165,1.08,0.36,1.44,10,75,1023.62,0,0,0,0,0.025253
2018/07/22 00:29:00.000,n,19,1.44,0.72,2.16,10,74.9,1023.62,0,0,0,0,0.026131
2018/07/22 00:30:00.000,n,139,1.08,0.36,1.44,9.9,75.2,1023.62,0,0,0,0,0.028763
2018/07/22 00:31:00.005,n,130,0.72,0.72,1.08,9.9,75.1,1023.72,0,0,0,0,0.026131
2018/07/22 00:32:00.000,n,42,1.8,1.08,2.52,9.9,75.3,1023.72,0,0,0,0,0.023537
2018/07/22 00:33:00.001,n,155,2.16,1.44,2.88,9.9,75.4,1023.72,0,0,0,0,0.025253
2018/07/22 00:34:00.006,n,130,0.72,0.36,0.72,9.9,75.4,1023.72,0,0,0,0,0.027924
2018/07/22 00:35:00.009,n,39,2.16,1.08,2.88,9.9,75.6,1023.72,0,0,0,0,0.033112
2018/07/22 00:36:00.014,n,190,0.36,0,0.72,9.9,75.5,1023.72,0,0,0,0,0.034866
2018/07/22 00:37:00.000,n,294,1.08,0.72,1.8,9.8,75.5,1023.72,0,0,0,0,0.030518
2018/07/22 00:38:00.000,n,283,1.8,1.44,2.16,9.8,75.5,1023.82,0,0,0,0,0.028763
2018/07/22 00:39:00.000,n,258,5.04,4.32,6.12,9.8,75.3,1023.72,0,0,0,0,0.031395
2018/07/22 00:40:00.000,n,225,1.44,1.08,1.8,9.8,75.4,1023.72,0,0,0,0,0.028763
2018/07/22 00:41:00.005,n,89,1.8,1.44,2.52,9.7,75.6,1023.72,0,0,0,0,0.025291
2018/07/22 00:42:00.011,n,142,2.16,1.8,2.52,9.7,75.7,1023.72,0,0,0,0,0.027924
2018/07/22 00:43:00.000,n,14,2.52,1.8,2.88,9.7,76.1,1023.72,0,0,0,0,0.030518
2018/07/22 00:44:00.004,n,172,3.24,2.52,3.6,9.8,75.8,1023.72,0,0,0,0,0.027008
2018/07/22 00:45:00.010,n,316,2.16,1.08,3.24,9.8,75.6,1023.72,0,0,0,0,0.027008
2018/07/22 00:46:00.000,n,195,1.8,1.08,2.88,9.7,75.5,1023.72,0,0,0,0,0.027924
2018/07/22 00:47:00.000,n,217,2.16,1.44,2.52,9.7,75.5,1023.72,0,0,0,0,0.027008
2018/07/22 00:48:00.000,n,232,1.44,0.36,2.16,9.7,75.4,1023.72,0,0,0,0,0.02964
2018/07/22 00:49:00.000,n,148,1.8,1.44,2.16,9.7,75.4,1023.72,0,0,0,0,0.027924
2018/07/22 00:50:00.004,n,92,1.08,0.72,1.08,9.7,75.4,1023.72,0,0,0,0,0.02964
2018/07/22 00:51:00.009,n,149,1.8,1.08,2.16,9.7,75.4,1023.72,0,0,0,0,0.025291
2018/07/22 00:52:00.000,n,205,4.32,3.6,4.68,9.7,75.4,1023.72,0,0,0,0,0.027924
2018/07/22 00:53:00.003,n,143,2.88,2.52,2.88,9.7,75.2,1023.72,0,0,0,0,0.023575
2018/07/22 00:54:00.008,n,168,3.6,2.16,5.04,9.7,75.3,1023.72,0,0,0,0,0.025291
2018/07/22 00:55:00.000,n,164,2.88,2.52,3.6,9.7,75.4,1023.72,0,0,0,0,0.023575
