"Timestamp","TZ","WindDir_Mean (deg)","WindSpd_Mean (km/h)","WindSpd_Min (km/h)","WindSpd_Max (km/h)","Temp_Mean (deg)","RH_Mean (%)","MSLP_Mean (hPa)","Rain_Acc (mm)","Rain_Intensity (mm/h)","Hail_Acc (hits/cm2)","Hail_Intensity (hits/cm2hr)","Solar_Mean (W/m2)"
2018/08/07 00:00:00.012,n,277,3.6,2.88,4.32,18.7,54.4,1012.72,0,0,0,0,0.032196
2018/08/07 00:01:00.000,n,230,2.16,1.8,2.52,18.7,53.9,1012.72,0,0,0,0,0.028725
2018/08/07 00:02:00.000,n,43,1.8,1.44,2.52,18.7,55.3,1012.72,0,0,0,0,0.028725
2018/08/07 00:03:00.001,n,24,2.88,1.44,4.68,18.7,56.4,1012.72,0,0,0,0,0.024376
2018/08/07 00:04:00.000,n,153,0.72,0.36,1.08,18.6,56.6,1012.72,0,0,0,0,0.028725
2018/08/07 00:05:00.000,n,250,1.08,0.72,1.08,18.6,56.2,1012.82,0,0,0,0,0.027847
2018/08/07 00:06:00.009,n,306,1.08,0.72,1.8,18.6,54.9,1012.82,0,0,0,0,0.02697
2018/08/07 00:07:00.006,n,151,1.44,1.44,1.8,18.5,56.1,1012.82,0,0,0,0,0.023499
2018/08/07 00:08:00.003,n,97,3.24,2.88,3.6,18.5,54.9,1012.72,0,0,0,0,0.027847
2018/08/07 00:09:00.000,n,26,1.8,1.44,2.16,18.5,56.5,1012.82,0,0,0,0,0.032196
2018/08/07 00:10:00.000,n,167,1.08,0.36,1.44,18.4,52.9,1012.82,0,0,0,0,0.022621
2018/08/07 00:11:00.000,n,90,1.44,0.36,2.16,18.4,51.7,1012.82,0,0,0,0,0.023499
2018/08/07 00:12:00.000,n,39,3.96,3.6,4.68,18.6,56.5,1012.92,0,0,0,0,0.025253
2018/08/07 00:13:00.005,n,31,5.04,4.68,5.76,18.5,55.6,1012.92,0,0,0,0,0.023499
