"Timestamp","TZ","WindDir_Mean (deg)","WindSpd_Mean (km/h)","WindSpd_Min (km/h)","WindSpd_Max (km/h)","Temp_Mean (deg)","RH_Mean (%)","MSLP_Mean (hPa)","Rain_Acc (mm)","Rain_Intensity (mm/h)","Hail_Acc (hits/cm2)","Hail_Intensity (hits/cm2hr)","Solar_Mean (W/m2)"
2018/08/02 00:00:00.015,n,110,1.44,1.44,1.44,12.3,73.7,1021.82,0,0,0,0,0.033951
2018/08/02 00:01:00.000,n,242,1.08,0.72,1.08,12.2,73.6,1021.82,0,0,0,0,0.033951
2018/08/02 00:02:00.000,n,129,1.44,1.44,2.16,12.2,73.9,1021.82,0,0,0,0,0.031357
2018/08/02 00:03:00.000,n,155,1.08,0.72,1.44,12.2,73.9,1021.82,0,0,0,0,0.033073
2018/08/02 00:04:00.002,n,137,0.72,0.36,1.08,12.1,73.9,1021.92,0,0,0,0,0.031357
2018/08/02 00:05:00.000,n,140,1.08,0.72,1.44,12.1,74.1,1021.92,0,0,0,0,0.031357
2018/08/02 00:06:00.000,n,212,2.16,1.8,2.52,12,74.2,1021.92,0,0,0,0,0.030479
2018/08/02 00:07:00.010,n,109,1.44,1.08,1.8,12,74.4,1021.92,0,0,0,0,0.029564
2018/08/02 00:08:00.008,n,180,1.44,1.08,1.44,11.9,74.4,1021.92,0,0,0,0,0.031357
2018/08/02 00:09:00.004,n,150,2.16,1.8,2.16,11.9,74.6,1021.92,0,0,0,0,0.027847
2018/08/02 00:10:00.001,n,261,0.72,0.36,1.08,11.9,74.4,1021.92,0,0,0,0,0.029564
2018/08/02 00:11:00.000,n,118,1.8,1.44,1.8,11.9,74.9,1021.92,0,0,0,0,0.025215
2018/08/02 00:12:00.000,n,167,1.08,0.72,1.44,11.8,74.7,1021.92,0,0,0,0,0.028725
2018/08/02 00:13:00.000,n,223,1.08,0.72,1.8,11.8,74.7,1021.92,0,0,0,0,0.027847
2018/08/02 00:14:00.006,n,171,1.44,1.08,1.8,11.8,74.6,1021.92,0,0,0,0,0.026093
2018/08/02 00:15:00.004,n,206,3.24,2.16,4.68,11.8,74.6,1021.92,0,0,0,0,0.028725
2018/08/02 00:16:00.001,n,140,2.52,2.16,2.88,11.8,74.6,1021.92,0,0,0,0,0.030479
2018/08/02 00:17:00.000,n,315,1.08,0.72,1.44,11.8,75,1021.92,0,0,0,0,0.027847
2018/08/02 00:18:00.012,n,40,0.36,0,0.72,11.8,75.1,1021.92,0,0,0,0,0.027008
2018/08/02 00:19:00.000,n,123,0.72,0.36,0.72,11.8,74.9,1021.92,0,0,0,0,0.025215
2018/08/02 00:20:00.000,n,304,0.72,0.36,1.08,11.8,74.8,1021.92,0,0,0,0,0.025215
2018/08/02 00:21:00.003,n,95,1.08,0.72,1.44,11.8,75.4,1022.02,0,0,0,0,0.025215
2018/08/02 00:22:00.001,n,204,1.08,0.72,1.44,11.8,75.1,1022.02,0,0,0,0,0.025215
2018/08/02 00:23:00.000,n,219,1.08,0.72,1.08,11.8,74.7,1022.02,0,0,0,0,0.024376
2018/08/02 00:24:00.000,n,129,1.8,1.8,2.16,11.8,74.6,1022.02,0,0,0,0,0.027008
2018/08/02 00:25:00.008,n,322,1.08,0.72,1.08,11.8,74.6,1022.02,0,0,0,0,0.026093
2018/08/02 00:26:00.006,n,106,2.52,1.8,3.96,11.8,74.6,1022.02,0,0,0,0,0.028763
2018/08/02 00:27:00.002,n,126,1.08,0.72,1.8,11.8,74.4,1022.02,0,0,0,0,0.030518
2018/08/02 00:28:00.001,n,114,2.88,1.44,4.32,11.8,74.4,1022.02,0,0,0,0,0.033989
2018/08/02 00:29:00.000,n,69,1.44,0.72,1.8,11.8,74.7,1022.02,0,0,0,0,0.028763
2018/08/02 00:30:00.000,n,307,5.4,4.32,6.12,11.8,74.2,1022.02,0,0,0,0,0.033989
2018/08/02 00:31:00.000,n,205,4.32,3.6,4.68,11.8,74.3,1022.02,0,0,0,0,0.031357
2018/08/02 00:32:00.006,n,194,2.52,2.16,2.88,11.8,74.3,1022.12,0,0,0,0,0.03315
2018/08/02 00:33:00.003,n,145,1.08,0.72,1.44,11.7,74.6,1022.12,0,0,0,0,0.031357
2018/08/02 00:34:00.000,n,96,1.8,1.8,1.8,11.7,74.4,1022.12,0,0,0,0,0.03315
2018/08/02 00:35:00.013,n,35,1.44,1.08,1.8,11.7,74.7,1022.02,0,0,0,0,0.033989
