"Timestamp","TZ","WindDir_Mean (deg)","WindSpd_Mean (km/h)","WindSpd_Min (km/h)","WindSpd_Max (km/h)","Temp_Mean (deg)","RH_Mean (%)","MSLP_Mean (hPa)","Rain_Acc (mm)","Rain_Intensity (mm/h)","Hail_Acc (hits/cm2)","Hail_Intensity (hits/cm2hr)","Solar_Mean (W/m2)"
2018/07/21 00:00:00.002,n,252,9.36,9,9.72,16,33.8,1019.32,0,0,0,0,0.024338
2018/07/21 00:01:00.000,n,263,9.36,7.92,10.440002,16,33.7,1019.32,0,0,0,0,0.027847
2018/07/21 00:02:00.000,n,264,8.28,6.84,8.64,16,33.8,1019.32,0,0,0,0,0.026131
2018/07/21 00:03:00.000,n,270,6.48,3.24,7.92,16,33.9,1019.32,0,0,0,0,0.027847
2018/07/21 00:04:00.000,n,271,9.72,9.36,10.08,15.9,33.9,1019.32,0,0,0,0,0.024338
2018/07/21 00:05:00.005,n,264,8.64,8.28,9,15.9,33.9,1019.32,0,0,0,0,0.025253
2018/07/21 00:06:00.003,n,267,7.56,7.2,8.28,15.9,34,1019.32,0,0,0,0,0.025253
2018/07/21 00:07:00.000,n,265,9,7.92,10.440002,15.9,33.9,1019.32,0,0,0,0,0.023499
2018/07/21 00:08:00.012,n,270,6.12,5.4,6.84,15.9,34.1,1019.32,0,0,0,0,0.021744
2018/07/21 00:09:00.009,n,276,6.48,5.4,7.92,15.9,34.5,1019.32,0,0,0,0,0.023499
2018/07/21 00:10:00.000,n,268,7.2,6.12,7.92,15.8,34.5,1019.32,0,0,0,0,0.022621
2018/07/21 00:11:00.003,n,274,8.64,8.28,9,15.8,34.6,1019.32,0,0,0,0,0.023499
2018/07/21 00:12:00.000,n,271,5.4,5.04,6.48,15.7,34.6,1019.32,0,0,0,0,0.018272
2018/07/21 00:13:00.000,n,247,6.48,5.4,7.56,15.7,34.6,1019.32,0,0,0,0,0.022621
2018/07/21 00:14:00.000,n,287,7.2,6.48,7.92,15.7,35,1019.42,0,0,0,0,0.020905
2018/07/21 00:15:00.007,n,286,8.64,6.84,9.72,15.6,35,1019.42,0,0,0,0,0.019989
2018/07/21 00:16:00.004,n,277,8.64,7.92,10.440002,15.6,35,1019.42,0,0,0,0,0.018272
2018/07/21 00:17:00.001,n,255,5.4,4.32,6.48,15.6,35.2,1019.42,0,0,0,0,0.025253
2018/07/21 00:18:00.013,n,273,11.52,10.440002,12.24,15.5,35.4,1019.42,0,0,0,0,0.027885
