iter	RMSE
365	137.5636295
366	137.5106095
367	137.4108561
368	137.3197379
369	137.2368307
370	137.1573653
371	137.1065534
372	137.0302699
373	136.9817576
374	136.9298448
375	136.8443226
376	136.7792928
377	136.7076823
378	136.6301249
379	136.5842719
380	136.4896525
381	136.4452472
382	136.4012813
383	136.3435314
384	136.302276
385	136.2378024
386	136.1657177
387	136.1101745
388	136.0715736
389	136.0220457
390	135.9833915
391	135.9434961
392	135.8852728
393	135.777312
394	135.7395291
395	135.6643797
396	135.6067433
397	135.5575056
398	135.5083828
399	135.4199112
400	135.3845373
401	135.3205131
402	135.2858781
403	135.2323718
404	135.1502424
405	135.0820795
406	135.0099333
407	134.9783512
408	134.9455649
409	134.9134659
410	134.8592517
411	134.8278804
412	134.7522778
413	134.7143302
414	134.6426308
415	134.6027263
416	134.549853
417	134.5117327
418	134.4705677
419	134.4077926
420	134.3418252
421	134.2861788
422	134.2424176
423	134.1890712
424	134.1621525
425	134.12318
426	134.0972939
427	134.0256757
428	133.9903523
429	133.9577733
430	133.9338367
431	133.8762998
432	133.8387436
433	133.808918
434	133.7678225
435	133.7177138
436	133.6958767
437	133.6301309
438	133.5957962
439	133.5472554
440	133.5125254
441	133.4865105
442	133.4655137
443	133.4336211
444	133.3988463
445	133.3582801
446	133.3359756
447	133.2981425
448	133.2618346
449	133.220671
450	133.188136
451	133.1318035
452	133.0941193
453	133.0279709
454	132.9792774
455	132.9559414
456	132.9218029
457	132.87425
458	132.8391127
459	132.7893948
460	132.7230929
461	132.6995954
462	132.6636647
463	132.6361316
464	132.6113922
465	132.585555
466	132.5249324
467	132.4810312
468	132.4233171
469	132.4078179
470	132.3461287
471	132.3259134
472	132.29511
473	132.2614365
474	132.2155432
475	132.1691479
476	132.1326033
477	132.1058936
478	132.0484798
479	132.0245131
480	131.9816012
481	131.9390789
482	131.9208676
483	131.8759985
484	131.8626987
485	131.8213354
486	131.8073228
487	131.789169
488	131.7657438
489	131.7409106
490	131.7095788
491	131.6610922
492	131.6344611
493	131.6102725
494	131.5689506
495	131.5376642
496	131.5084574
497	131.4857064
498	131.4416686
499	131.4121538
500	131.3642103
501	131.341949
502	131.3177554
503	131.3042202
504	131.2714573
505	131.2361435
506	131.2038243
507	131.1836375
508	131.1505238
509	131.1077522
510	131.0849088
511	131.0417476
512	131.0170138
513	130.9745657
514	130.9564004
515	130.9244306
516	130.9107332
517	130.8697488
518	130.8441669
519	130.808035
520	130.7671277
521	130.7361673
522	130.6951425
523	130.6544138
524	130.6148372
525	130.6051021
526	130.5873607
527	130.5751011
528	130.5561434
529	130.5449636
530	130.5353932
531	130.5195817
532	130.5074171
533	130.4913069
534	130.482262
535	130.4568952
536	130.4408103
537	130.4137629
538	130.4019901
539	130.3719079
540	130.3415699
541	130.3259868
542	130.3040107
543	130.2880371
544	130.2530361
545	130.2260442
546	130.2119314
547	130.19211
548	130.169142
549	130.1353745
550	130.112065
551	130.083947
552	130.0530777
553	130.0275067
554	129.9953985
555	129.9711156
556	129.9533175
557	129.928012
558	129.9200817
559	129.897008
560	129.8685889
561	129.8563663
562	129.8416065
563	129.823951
564	129.8029137
565	129.7928744
566	129.7764163
567	129.7574143
568	129.747521
569	129.7222489
570	129.696085
571	129.666896
572	129.6527588
573	129.6382829
574	129.6204912
575	129.6061992
576	129.5975291
577	129.57741
578	129.5556262
579	129.5354111
580	129.5289953
581	129.5052956
582	129.4939502
583	129.4709816
584	129.4640488
585	129.4421849
586	129.4169999
587	129.3958057
588	129.372056
589	129.3625553
590	129.3496842
591	129.3298566
